School Name,State Name [Public School] Latest available year,School ID - NCES Assigned [Public School] Latest available year,School Level Code [Public School] 2012-13,School Level Code [Public School] 2011-12,School Level Code [Public School] 2010-11,Lowest Grade Offered [Public School] 2012-13,Lowest Grade Offered [Public School] 2011-12,Lowest Grade Offered [Public School] 2010-11,Highest Grade Offered [Public School] 2012-13,Highest Grade Offered [Public School] 2011-12,Highest Grade Offered [Public School] 2010-11,Prekindergarten offered [Public School] 2012-13,Prekindergarten offered [Public School] 2011-12,Prekindergarten offered [Public School] 2010-11,Kindergarten offered [Public School] 2012-13,Kindergarten offered [Public School] 2011-12,Kindergarten offered [Public School] 2010-11,Total Students All Grades (Excludes AE) [Public School] 2012-13,Total Students All Grades (Excludes AE) [Public School] 2011-12,Total Students All Grades (Excludes AE) [Public School] 2010-11,Free Lunch Eligible [Public School] 2012-13,Free Lunch Eligible [Public School] 2011-12,Free Lunch Eligible [Public School] 2010-11,Reduced-price Lunch Eligible Students [Public School] 2012-13,Reduced-price Lunch Eligible Students [Public School] 2011-12,Reduced-price Lunch Eligible Students [Public School] 2010-11,Free and Reduced Lunch Students [Public School] 2012-13,Free and Reduced Lunch Students [Public School] 2011-12,Free and Reduced Lunch Students [Public School] 2010-11,Prekindergarten and Kindergarten Students [Public School] 2012-13,Prekindergarten and Kindergarten Students [Public School] 2011-12,Prekindergarten and Kindergarten Students [Public School] 2010-11,Grades 1-8 Students [Public School] 2012-13,Grades 1-8 Students [Public School] 2011-12,Grades 1-8 Students [Public School] 2010-11,Grades 9-12 Students [Public School] 2012-13,Grades 9-12 Students [Public School] 2011-12,Grades 9-12 Students [Public School] 2010-11,Prekindergarten Students [Public School] 2012-13,Prekindergarten Students [Public School] 2011-12,Prekindergarten Students [Public School] 2010-11,Kindergarten Students [Public School] 2012-13,Kindergarten Students [Public School] 2011-12,Kindergarten Students [Public School] 2010-11,Male Students [Public School] 2012-13,Male Students [Public School] 2011-12,Male Students [Public School] 2010-11,Female Students [Public School] 2012-13,Female Students [Public School] 2011-12,Female Students [Public School] 2010-11,American Indian/Alaska Native Students [Public School] 2012-13,American Indian/Alaska Native Students [Public School] 2011-12,American Indian/Alaska Native Students [Public School] 2010-11,Asian or Asian/Pacific Islander Students [Public School] 2012-13,Asian or Asian/Pacific Islander Students [Public School] 2011-12,Asian or Asian/Pacific Islander Students [Public School] 2010-11,Hispanic Students [Public School] 2012-13,Hispanic Students [Public School] 2011-12,Hispanic Students [Public School] 2010-11,Black Students [Public School] 2012-13,Black Students [Public School] 2011-12,Black Students [Public School] 2010-11,White Students [Public School] 2012-13,White Students [Public School] 2011-12,White Students [Public School] 2010-11,Hawaiian Nat./Pacific Isl. Students [Public School] 2012-13,Hawaiian Nat./Pacific Isl. Students [Public School] 2011-12,Hawaiian Nat./Pacific Isl. Students [Public School] 2010-11,Two or More Races Students [Public School] 2012-13,Two or More Races Students [Public School] 2011-12,Two or More Races Students [Public School] 2010-11,Total Race/Ethnicity [Public School] 2012-13,Total Race/Ethnicity [Public School] 2011-12,Total Race/Ethnicity [Public School] 2010-11
ETHEL KUCERA MIDDLE,California,063237003852,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1233,1262,1311,734,–,838,106,–,143,840,396,981,†,†,†,1233,1262,1311,–,†,†,†,†,†,†,†,†,622,629,658,611,633,653,2,1,4,13,10,16,900,910,939,209,216,228,82,101,108,15,17,10,12,7,6,1233,1262,1311
ETHEL M. EVANS ELEMENTARY,California,061488001840,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,7th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,516,564,540,349,†,323,36,†,77,385,†,400,70,81,74,446,483,466,–,†,†,†,†,†,70,81,74,260,291,274,256,273,266,2,3,2,168,180,173,306,328,313,5,4,5,31,37,35,2,11,12,2,1,0,516,564,540
ETHEL PHILLIPS ELEMENTARY,California,063384005240,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,439,413,421,436,410,344,0,–,23,436,410,367,72,57,61,367,356,360,–,†,†,†,†,†,72,57,61,217,207,201,222,206,220,1,2,2,27,30,35,317,289,286,41,45,45,34,30,34,6,10,10,13,7,9,439,413,421
ETIWANDA COLONY ELEMENTARY,California,061296011094,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,873,893,892,142,–,128,73,–,50,215,391,178,129,134,134,744,759,758,–,†,†,†,†,†,129,134,134,460,483,475,413,410,417,4,4,4,97,99,101,372,382,374,76,70,75,280,298,298,0,0,0,44,40,40,873,893,892
ETIWANDA COMMUNITY DAY,California,061296012260,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,3,6,4,–,†,0,–,†,0,–,†,0,†,†,†,3,6,4,–,†,†,†,†,†,†,†,†,3,6,3,0,0,1,0,0,0,1,0,0,2,3,3,0,1,0,0,2,1,0,0,0,0,0,0,3,6,4
ETIWANDA HIGH,California,060816008807,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,3260,3178,3242,811,–,715,358,–,224,1169,110,939,†,†,†,†,†,†,3260,3178,3242,†,†,†,†,†,†,1671,1658,1672,1589,1520,1570,8,10,11,347,367,372,1601,1489,1481,575,574,600,596,605,645,17,17,24,116,116,109,3260,3178,3242
ETIWANDA INTERMEDIATE,California,061296001471,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1248,1261,1261,351,–,322,93,–,104,444,352,426,†,†,†,1248,1261,1261,–,†,†,†,†,†,†,†,†,639,646,656,609,615,605,2,2,5,196,180,158,541,555,557,157,170,161,280,290,313,6,8,11,66,56,56,1248,1261,1261
ETNA COMMUNITY DAY,California,060015910677,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,2nd Grade,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,2-No,–,–,3,–,–,0,–,–,0,–,–,0,–,–,†,–,–,3,–,†,†,†,†,†,–,–,†,†,–,2,†,–,1,–,–,0,–,–,0,–,–,1,–,–,0,–,–,1,–,–,0,–,–,1,–,–,3
ETNA ELEMENTARY,California,060015901473,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,205,211,220,95,†,93,22,†,37,117,†,130,27,22,43,178,189,177,–,†,†,†,†,†,27,22,43,110,111,114,95,100,106,15,15,11,5,6,5,21,18,21,4,4,4,142,146,134,2,1,3,16,21,42,205,211,220
ETNA UNION HIGH,California,060015901474,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,204,184,193,77,†,96,25,†,24,102,†,120,†,†,†,†,†,†,204,184,193,†,†,†,†,†,†,106,93,90,98,91,103,12,9,9,1,1,3,37,28,34,3,2,1,135,130,134,0,0,0,16,14,12,204,184,193
ETTERSBURG ELEMENTARY,California,063759007879,†,1-Primary,1-Primary,†,Kindergarten,Kindergarten,†,3rd Grade,3rd Grade,2-No,2-No,2-No,2-No,1-Yes,1-Yes,†,9,11,†,†,8,†,†,0,†,†,8,†,3,4,†,6,7,–,†,†,†,†,†,†,3,4,†,5,8,†,4,3,†,1,2,†,0,0,†,1,1,†,0,0,†,7,5,†,0,0,†,0,3,†,9,11
EUCALYPTUS,California,061668002093,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1021,990,999,835,–,788,79,–,93,914,344,881,191,166,155,830,824,844,–,†,†,†,†,†,191,166,155,556,531,521,465,459,478,8,10,9,45,44,47,743,727,749,174,169,142,18,14,15,27,24,25,6,2,12,1021,990,999
EUCALYPTUS ELEMENTARY,California,060001409076,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,668,638,641,500,†,432,42,†,52,542,†,484,113,99,93,555,539,548,–,†,†,†,†,†,113,99,93,367,334,328,301,304,313,4,4,7,15,14,12,433,359,441,59,44,48,92,114,120,4,10,8,61,93,5,668,638,641
EUCLID AVENUE ELEMENTARY,California,062271002993,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,941,1040,1082,431,–,993,5,–,28,436,31,1021,123,164,159,818,876,923,–,†,†,†,†,†,123,164,159,454,495,515,487,545,567,1,2,2,3,4,0,927,1029,1078,5,1,0,4,4,2,1,0,0,0,0,0,941,1040,1082
EUCLID ELEMENTARY,California,063432005454,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,620,643,658,617,†,642,0,†,9,617,†,651,104,125,112,516,518,546,–,†,†,†,†,†,104,125,112,327,334,332,293,309,326,0,0,0,89,93,96,464,481,496,54,59,56,1,3,3,2,2,4,10,5,3,620,643,658
EUCLID ELEMENTARY,California,062847004398,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,591,592,624,553,555,568,23,0,29,576,555,597,82,80,86,509,512,538,–,†,†,†,†,†,82,80,86,318,311,333,273,281,291,3,2,2,5,6,6,571,565,596,4,5,6,6,7,8,0,3,4,2,4,2,591,592,624
EUGENE A. OBREGON,California,061218012230,†,4-Other,4-Other,†,Kindergarten,1st Grade,†,12th Grade,12th Grade,2-No,2-No,2-No,2-No,1-Yes,2-No,†,54,36,†,–,24,†,–,5,†,38,29,†,0,†,†,30,21,–,24,15,†,†,†,†,0,†,†,48,33,†,6,3,†,1,0,†,0,0,†,51,33,†,0,1,†,2,2,†,0,0,†,0,0,†,54,36
EUGENE PADAN ELEMENTARY,California,064059006706,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,631,666,682,368,–,373,64,–,81,432,297,454,83,90,87,548,576,595,–,†,†,†,†,†,83,90,87,331,351,348,300,315,334,5,8,9,27,23,28,328,325,318,59,69,72,168,199,222,7,9,10,37,33,23,631,666,682
EUREKA COMMUNITY,California,069100910794,3-High,3-High,3-High,7th Grade,7th Grade,7th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,121,130,142,102,127,122,1,–,6,103,127,128,†,†,†,23,21,26,98,109,116,†,†,†,†,†,†,78,83,90,43,47,52,11,28,28,1,2,3,17,19,17,1,3,6,68,71,79,0,2,2,23,5,7,121,130,142
EUREKA DUNES HIGH,California,060495007501,†,3-High,3-High,†,9th Grade,10th Grade,†,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,†,2,3,†,†,0,†,†,0,†,†,0,†,†,†,†,†,†,–,2,3,†,†,†,†,†,†,†,0,3,†,2,0,†,0,0,†,0,0,†,0,0,†,0,0,†,2,3,†,0,0,†,0,0,†,2,3
EUREKA SENIOR HIGH,California,060005201477,3-High,3-High,3-High,9th Grade,9th Grade,8th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1142,1261,1354,409,–,551,114,–,156,523,625,707,†,†,†,†,†,0,1142,1261,1354,†,†,†,†,†,†,552,627,674,590,634,680,53,65,68,147,142,148,167,166,168,29,23,21,679,799,899,10,10,12,57,56,38,1142,1261,1354
EV CAIN 21ST CENTURY STEM CHARTER,California,060348000265,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,715,734,727,254,†,259,53,†,44,307,†,303,†,†,†,715,734,727,–,†,†,†,†,†,†,†,†,354,383,374,361,351,353,9,14,9,16,15,17,143,128,140,10,9,9,514,550,539,0,0,0,23,18,13,715,734,727
EVANGELINE ROBERTS INSTITUTE OF LEARNING,California,063432012560,1-Primary,1-Primary,†,Kindergarten,Kindergarten,†,6th Grade,6th Grade,†,2-No,2-No,2-No,1-Yes,1-Yes,2-No,123,31,†,77,28,†,18,–,†,95,28,†,42,15,†,81,16,†,–,†,†,†,†,†,42,15,†,65,14,†,58,17,†,0,0,†,1,0,†,30,13,†,77,16,†,10,1,†,0,0,†,5,1,†,123,31,†
EVANS RANCH ELEMENTARY,California,062454011716,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,661,749,706,173,204,157,56,0,44,229,204,201,104,138,141,557,611,565,–,†,†,†,†,†,104,138,141,357,403,386,304,346,320,1,2,2,37,51,47,264,294,271,27,24,19,301,346,335,2,5,5,29,27,27,661,749,706
EVELYN CARR ELEMENTARY,California,063942006554,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,371,377,418,166,†,172,51,†,58,217,†,230,81,79,79,290,298,339,–,†,†,†,†,†,81,79,79,200,207,222,171,170,196,2,2,2,122,128,143,132,130,135,29,32,35,77,70,89,2,2,2,7,13,12,371,377,418
EVELYN HANSHAW MIDDLE,California,062513010333,2-Middle,2-Middle,2-Middle,7th Grade,7th Grade,7th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,763,736,762,672,–,715,33,–,30,705,666,745,†,†,†,763,736,762,–,†,†,†,†,†,†,†,†,409,373,384,354,363,378,0,0,4,11,18,22,671,646,655,21,14,15,38,37,44,0,3,4,22,18,18,763,736,762
EVEREST PUBLIC HIGH,California,060133412395,3-High,3-High,4-Other,9th Grade,9th Grade,8th Grade,12th Grade,12th Grade,10th Grade,2-No,2-No,2-No,2-No,2-No,2-No,383,300,205,129,†,47,39,†,18,168,†,65,†,†,†,†,†,1,383,300,204,†,†,†,†,†,†,206,166,119,177,134,86,2,3,5,21,23,17,193,132,87,14,14,8,132,119,83,9,8,5,12,1,0,383,300,205
EVERETT A. REA ELEMENTARY,California,062724007193,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,511,476,445,508,–,373,0,–,46,508,337,419,77,69,78,434,407,367,–,†,†,†,†,†,77,69,78,277,277,253,234,199,192,1,1,1,4,8,5,495,456,428,0,1,0,9,10,9,0,0,2,2,0,0,511,476,445
EVERETT ALVAREZ HIGH,California,063398004694,3-High,3-High,3-High,9th Grade,9th Grade,8th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2377,2293,2140,1246,†,974,336,†,210,1582,†,1184,†,†,†,†,†,0,2377,2293,2140,†,†,†,†,†,†,1206,1138,1054,1171,1155,1086,5,4,6,137,140,137,1977,1900,1801,40,52,49,201,173,135,7,11,7,10,13,5,2377,2293,2140
EVERETT MIDDLE,California,063441007842,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,5th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,406,347,341,266,238,252,29,0,22,295,238,274,†,†,†,406,346,341,–,1,†,†,†,†,†,†,†,237,196,180,169,151,161,2,4,5,42,40,32,204,181,201,73,82,75,38,25,16,6,5,5,41,10,7,406,347,341
EVERGREEN AVENUE ELEMENTARY,California,062271002994,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,896,899,933,490,–,499,6,–,4,496,220,503,132,165,155,764,734,778,–,†,†,†,†,†,132,165,155,465,471,476,431,428,457,3,3,4,3,0,0,881,889,917,4,1,2,4,5,4,1,1,2,0,0,4,896,899,933
EVERGREEN COMMUNITY DAY (5-8),California,061317007461,2-Middle,2-Middle,2-Middle,5th Grade,5th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2,2,6,–,†,3,–,†,0,–,†,3,†,†,†,2,2,6,–,†,†,†,†,†,†,†,†,2,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,5,0,0,0,0,0,1,2,2,6
EVERGREEN COMMUNITY DAY K-5,California,061317012160,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,3rd Grade,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,2-No,4,6,3,–,†,0,–,†,0,–,†,0,1,0,†,3,6,3,–,†,†,†,†,†,1,0,†,3,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,3,0,0,0,1,0,0,4,6,3
EVERGREEN CONTINUATION,California,062271002995,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,116,101,89,73,†,48,5,†,5,78,†,53,†,†,†,†,†,†,116,101,89,†,†,†,†,†,†,73,55,49,43,46,40,3,0,0,0,0,0,105,87,81,5,9,4,3,5,4,0,0,0,0,0,0,116,101,89
EVERGREEN ELEMENTARY,California,064128006838,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,548,554,604,43,–,37,32,–,32,75,119,69,72,53,71,476,501,533,–,†,†,†,†,†,72,53,71,297,282,295,251,272,309,0,0,0,363,369,416,88,86,85,11,15,18,70,71,75,2,1,1,14,12,9,548,554,604
EVERGREEN ELEMENTARY,California,061317001500,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,4th Grade,4th Grade,4th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,527,483,507,234,–,226,87,–,60,321,240,286,93,105,88,434,378,419,–,†,†,†,†,†,93,105,88,267,255,272,260,228,235,13,14,23,3,3,5,68,59,52,1,3,2,425,395,423,1,2,2,16,7,0,527,483,507
EVERGREEN ELEMENTARY,California,060363007098,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,586,592,571,463,†,476,70,†,46,533,†,522,101,94,97,485,498,474,–,†,†,†,†,†,101,94,97,311,298,278,275,294,293,3,1,3,3,5,8,464,465,443,57,49,47,51,64,63,1,1,1,7,7,6,586,592,571
EVERGREEN ELEMENTARY,California,064338007024,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,3rd Grade,2nd Grade,2nd Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,501,381,350,285,378,222,53,–,51,338,378,273,147,159,129,354,222,221,–,†,†,†,†,†,147,159,129,256,188,176,245,193,174,25,20,19,5,5,2,74,56,60,2,1,0,304,235,217,0,0,0,91,64,52,501,381,350
EVERGREEN ELEMENTARY,California,061185001313,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,483,500,499,324,†,399,58,†,44,382,†,443,80,80,95,403,420,404,–,†,†,†,†,†,80,80,95,253,266,245,230,234,254,0,0,0,1,1,1,480,497,492,0,0,0,1,1,5,1,1,1,0,0,0,483,500,499
EVERGREEN ELEMENTARY,California,060994001077,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,640,651,631,186,–,141,58,–,76,244,460,217,92,92,93,548,559,538,–,†,†,†,†,†,92,92,93,304,306,308,336,345,323,5,6,6,26,34,30,187,174,166,6,5,5,363,377,380,3,3,0,50,52,44,640,651,631
EVERGREEN ELEMENTARY,California,061314001492,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,735,743,725,53,71,56,15,0,20,68,71,76,72,91,91,663,652,634,–,†,†,†,†,†,72,91,91,382,386,373,353,357,352,1,0,0,592,578,548,67,85,100,2,0,9,43,52,61,3,6,2,27,22,5,735,743,725
EVERGREEN ELEMENTARY,California,064158012499,1-Primary,1-Primary,1-Primary,1st Grade,1st Grade,1st Grade,7th Grade,6th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,2-No,7,6,8,4,1,4,0,2,1,4,3,5,†,†,†,7,6,8,–,†,†,†,†,†,†,†,†,5,6,7,2,0,1,0,1,0,0,0,1,2,2,2,2,0,1,3,3,4,0,0,0,0,0,0,7,6,8
EVERGREEN HIGH,California,060016010254,3-High,3-High,3-High,9th Grade,9th Grade,10th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,39,41,34,15,†,12,1,†,6,16,†,18,†,†,†,†,†,†,39,41,34,†,†,†,†,†,†,17,15,14,22,26,20,1,3,0,1,0,0,7,8,5,1,0,0,28,29,28,0,0,0,1,1,1,39,41,34
EVERGREEN MIDDLE,California,061317004183,2-Middle,2-Middle,1-Primary,5th Grade,5th Grade,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,1-Yes,428,455,471,181,0,190,75,3,44,256,3,234,†,1,2,428,454,469,–,†,†,†,†,†,†,1,2,225,231,231,203,224,240,14,13,12,5,4,8,44,43,36,2,3,2,352,386,408,3,2,2,8,4,3,428,455,471
EVERGREEN MIDDLE,California,064158012545,2-Middle,4-Other,4-Other,7th Grade,6th Grade,5th Grade,9th Grade,10th Grade,10th Grade,2-No,2-No,2-No,2-No,2-No,2-No,12,14,41,9,†,29,0,†,2,9,†,31,†,†,†,7,9,17,5,5,24,†,†,†,†,†,†,10,12,30,2,2,11,0,0,2,1,0,3,3,6,18,5,4,3,3,3,11,0,0,1,0,1,3,12,14,41
EVERGREEN VALLEY HIGH,California,061182010665,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2693,2629,2657,327,†,281,93,†,74,420,†,355,†,†,†,†,†,†,2693,2629,2657,†,†,†,†,†,†,1359,1330,1353,1334,1299,1304,5,6,8,1838,1758,1715,534,546,598,52,71,82,191,204,229,13,12,21,60,32,4,2693,2629,2657
EWING ELEMENTARY,California,061455001725,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,683,719,688,680,†,563,0,†,69,680,†,632,108,128,100,575,591,588,–,†,†,†,†,†,108,128,100,375,393,370,308,326,318,2,1,2,193,202,206,425,440,401,37,43,45,20,28,27,2,2,3,4,3,4,683,719,688
EXCEL ACAD: COLLEGIATE SPORTS HEALTH SCI PREPARATO,California,069103111968,3-High,3-High,3-High,7th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,149,171,147,28,168,59,0,–,21,28,168,80,†,†,†,68,†,8,81,171,139,†,†,†,†,†,†,86,113,93,63,58,54,1,1,1,8,7,3,74,104,87,28,17,21,18,40,33,2,2,2,18,0,0,149,171,147
EXCEL HIGH,California,060004707366,3-High,3-High,4-Other,9th Grade,9th Grade,10th Grade,12th Grade,12th Grade,10th Grade,2-No,2-No,2-No,2-No,2-No,2-No,13,8,15,3,5,0,1,–,0,4,5,0,†,†,†,†,†,†,13,8,15,†,†,†,†,†,†,6,4,10,7,4,5,0,0,0,1,0,0,8,5,6,1,0,1,3,0,8,0,0,0,0,3,0,13,8,15
EXCEL PREP CHARTER,California,063417012557,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,103,59,90,25,–,0,0,–,0,25,–,0,27,9,22,76,50,68,–,†,†,†,†,†,27,9,22,58,28,39,45,31,51,0,0,0,0,0,0,30,15,9,63,43,75,5,1,6,0,0,0,5,0,0,103,59,90
EXCEL PREP CHARTER - IE,California,062778013024,4-Other,†,†,Kindergarten,†,†,12th Grade,†,†,2-No,2-No,†,1-Yes,2-No,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,†,†,†,–,†,†,†,†,†,†,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†
EXCELSIOR CHARTER,California,063697205058,3-High,3-High,4-Other,7th Grade,7th Grade,5th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1470,1297,1244,522,358,322,164,0,98,686,358,420,†,†,†,362,321,302,1108,976,942,†,†,†,†,†,†,724,606,582,746,691,662,10,14,14,22,10,15,501,425,408,93,6,7,694,54,29,7,3,3,143,785,768,1470,1297,1244
EXCELSIOR ELEMENTARY,California,061308008254,2-Middle,2-Middle,1-Primary,4th Grade,4th Grade,3rd Grade,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,2-No,593,530,581,61,77,58,15,0,17,76,77,75,†,†,†,593,530,581,–,†,†,†,†,†,†,†,†,301,265,299,292,265,282,2,4,2,62,48,58,64,57,75,6,8,7,407,368,388,0,0,0,52,45,51,593,530,581
EXCELSIOR ELEMENTARY,California,061488001841,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,521,505,546,341,–,337,49,–,94,390,217,431,75,66,65,446,439,481,–,†,†,†,†,†,75,66,65,258,244,268,263,261,278,0,0,0,320,323,350,169,151,159,2,2,3,17,18,24,6,9,10,7,2,0,521,505,546
EXCELSIOR MIDDLE,California,060675000595,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,5th Grade,8th Grade,8th Grade,9th Grade,2-No,2-No,2-No,2-No,2-No,2-No,626,606,583,143,–,121,42,–,42,185,186,163,†,†,†,626,606,583,–,†,0,†,†,†,†,†,†,311,292,309,315,314,274,7,7,4,37,34,36,113,125,113,40,39,41,415,389,381,10,10,8,4,2,0,626,606,583
EXECUTIVE PREPARATORY ACADEMY OF FINANCE,California,062271013527,†,†,†,†,†,†,†,†,†,2-No,†,†,2-No,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
