Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Under 5 years,Income in 1999 below poverty level: - 5 years,Income in 1999 below poverty level: - 6 to 11 years,Income in 1999 below poverty level: - 12 to 17 years,Income in 1999 below poverty level: - 18 to 64 years,Income in 1999 below poverty level: - 65 to 74 years,Income in 1999 below poverty level: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Under 5 years,Income in 1999 at or above poverty level: - 5 years,Income in 1999 at or above poverty level: - 6 to 11 years,Income in 1999 at or above poverty level: - 12 to 17 years,Income in 1999 at or above poverty level: - 18 to 64 years,Income in 1999 at or above poverty level: - 65 to 74 years,Income in 1999 at or above poverty level: - 75 years and over
8600000US92866,92866,ZCTA5 92866,15424,1569,129,30,165,78,992,51,124,13855,1047,232,1025,883,9126,745,797
8600000US92867,92867,ZCTA5 92867,39439,4273,625,145,549,431,2334,90,99,35166,2403,608,3390,3110,22111,2070,1474
8600000US92868,92868,ZCTA5 92868,19905,2178,180,50,186,215,1251,70,226,17727,1274,371,1641,1306,11562,831,742
8600000US92869,92869,ZCTA5 92869,37592,3678,334,65,421,471,2179,118,90,33914,2152,377,3318,2512,22441,1939,1175
8600000US92870,92870,ZCTA5 92870,48353,4103,473,84,636,442,2227,144,97,44250,2918,657,4079,3693,28753,2553,1597
8600000US92879,92879,ZCTA5 92879,44398,4446,517,173,584,458,2529,101,84,39952,3412,813,4534,3620,24801,1625,1147
8600000US92880,92880,ZCTA5 92880,17032,1646,187,56,182,211,991,7,12,15386,1525,340,1793,1456,9653,443,176
8600000US92881,92881,ZCTA5 92881,21776,970,94,42,178,79,497,45,35,20806,1983,482,2193,2189,12775,765,419
8600000US92882,92882,ZCTA5 92882,59610,5146,624,119,902,704,2490,171,136,54464,4712,1127,6451,5317,33708,1923,1226
8600000US92883,92883,ZCTA5 92883,13346,589,61,20,97,80,299,23,9,12757,1486,300,1777,1030,7760,273,131
8600000US92886,92886,ZCTA5 92886,39129,1316,99,27,84,138,787,41,140,37813,2101,576,3859,3664,24172,2117,1324
8600000US92887,92887,ZCTA5 92887,20982,400,37,17,52,12,221,61,0,20582,1201,388,2631,2410,13030,509,413
8600000US928HH,928HH,ZCTA5 928HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US928XX,928XX,ZCTA5 928XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US93001,93001,ZCTA5 93001,32676,5023,583,118,573,520,2989,132,108,27653,1644,377,2175,1895,18551,1666,1345
8600000US93003,93003,ZCTA5 93003,45327,3223,321,72,358,325,1814,101,232,42104,2526,543,3419,3095,26140,2970,3411
8600000US93004,93004,ZCTA5 93004,27542,1321,91,11,192,218,677,66,66,26221,1854,257,2568,2533,16180,1501,1328
8600000US93010,93010,ZCTA5 93010,41761,2657,203,47,295,304,1482,146,180,39104,2496,611,3335,3250,24039,2861,2512
8600000US93012,93012,ZCTA5 93012,24523,658,29,0,28,98,359,35,109,23865,1457,357,2111,1933,13010,1854,3143
8600000US93013,93013,ZCTA5 93013,17229,1620,113,6,170,190,1003,62,76,15609,781,213,1432,1142,9917,1091,1033
8600000US93015,93015,ZCTA5 93015,15693,2053,236,42,329,358,965,54,69,13640,1119,254,1504,1383,8003,766,611
8600000US93021,93021,ZCTA5 93021,32880,2198,180,45,366,320,1184,67,36,30682,2305,613,3949,3176,19247,801,591
8600000US93022,93022,ZCTA5 93022,6220,415,65,6,16,54,222,39,13,5805,305,79,655,518,3657,325,266
8600000US93023,93023,ZCTA5 93023,21156,1847,178,67,195,244,975,108,80,19309,853,194,1740,1921,11531,1459,1611
8600000US93030,93030,ZCTA5 93030,78572,12043,1377,349,1516,1493,6802,292,214,66529,5478,953,6849,6377,40874,3715,2283
8600000US93033,93033,ZCTA5 93033,76963,13816,1648,383,1979,1685,7586,346,189,63147,5233,1028,6933,6716,38890,2740,1607
8600000US93035,93035,ZCTA5 93035,25186,1351,110,11,100,67,915,85,63,23835,1671,287,2051,1743,15641,1513,929
8600000US93040,93040,ZCTA5 93040,1475,401,33,16,86,45,216,5,0,1074,101,0,99,95,689,37,53
8600000US93041,93041,ZCTA5 93041,23958,2945,346,66,440,382,1493,86,132,21013,2053,358,2092,1539,12843,1050,1078
8600000US93060,93060,ZCTA5 93060,31511,4740,591,78,667,552,2574,113,165,26771,2046,470,2771,2566,15979,1458,1481
8600000US93063,93063,ZCTA5 93063,48491,2886,261,52,263,285,1770,122,133,45605,3130,643,4485,4098,29707,2062,1480
8600000US93065,93065,ZCTA5 93065,64675,3665,204,97,524,378,2115,142,205,61010,4577,1162,6083,5468,39324,2806,1590
8600000US93066,93066,ZCTA5 93066,2987,449,39,0,113,79,200,18,0,2538,111,55,233,263,1532,232,112
8600000US93067,93067,ZCTA5 93067,384,31,0,0,0,0,31,0,0,353,0,0,0,10,290,21,32
8600000US930HH,930HH,ZCTA5 930HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US930XX,930XX,ZCTA5 930XX,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0
8600000US93101,93101,ZCTA5 93101,31530,5603,596,95,570,483,3451,174,234,25927,1580,288,1992,1416,18342,1096,1213
8600000US93103,93103,ZCTA5 93103,20800,2997,205,36,319,309,2061,26,41,17803,985,280,1217,1208,11888,1226,999
8600000US93105,93105,ZCTA5 93105,25597,1981,75,18,135,110,1297,67,279,23616,1015,256,1484,1214,14761,1919,2967
8600000US93108,93108,ZCTA5 93108,11911,517,24,10,21,15,374,22,51,11394,443,135,873,909,6501,1236,1297
8600000US93109,93109,ZCTA5 93109,10700,1296,41,18,54,53,1009,43,78,9404,401,112,542,494,6174,857,824
8600000US93110,93110,ZCTA5 93110,15284,1319,67,0,98,77,951,59,67,13965,666,142,1202,1010,8178,1313,1454
8600000US93111,93111,ZCTA5 93111,16307,727,54,10,8,45,518,57,35,15580,858,216,1387,1240,9490,1436,953
8600000US93117,93117,ZCTA5 93117,43844,11838,249,57,306,253,10806,124,43,32006,1896,402,2628,2308,21592,1801,1379
8600000US931HH,931HH,ZCTA5 931HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US931XX,931XX,ZCTA5 931XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US93201,93201,ZCTA5 93201,946,363,45,11,72,50,183,2,0,583,38,6,52,59,337,64,27
8600000US93202,93202,ZCTA5 93202,2933,773,137,14,129,102,373,18,0,2160,139,37,202,311,1318,84,69
8600000US93203,93203,ZCTA5 93203,16405,5381,706,91,957,835,2665,86,41,11024,1040,169,1304,1503,6452,343,213
8600000US93204,93204,ZCTA5 93204,8076,2476,356,47,338,374,1344,14,3,5600,528,151,717,612,3272,157,163
8600000US93205,93205,ZCTA5 93205,1910,304,11,11,14,37,178,19,34,1606,52,31,159,87,801,269,207
8600000US93206,93206,ZCTA5 93206,2034,566,70,21,99,67,295,7,7,1468,142,29,158,161,842,78,58
8600000US93207,93207,ZCTA5 93207,199,34,6,6,0,0,20,2,0,165,8,3,12,8,74,52,8
8600000US93208,93208,ZCTA5 93208,173,22,4,0,0,0,16,2,0,151,1,0,7,0,94,25,24
8600000US93210,93210,ZCTA5 93210,12500,2504,357,66,410,253,1341,54,23,9996,755,254,1113,1073,5901,478,422
8600000US93212,93212,ZCTA5 93212,12127,3537,504,143,557,549,1675,65,44,8590,609,129,874,985,5091,502,400
8600000US93215,93215,ZCTA5 93215,36175,10589,1438,335,1899,1334,4972,328,283,25586,2384,500,2927,2724,14686,1387,978
8600000US93216,93216,ZCTA5 93216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US93218,93218,ZCTA5 93218,834,239,18,7,47,37,126,2,2,595,53,13,61,68,355,24,21
8600000US93219,93219,ZCTA5 93219,9323,3728,585,120,679,521,1731,54,38,5595,477,93,656,748,3183,289,149
8600000US93221,93221,ZCTA5 93221,13156,2270,274,70,314,308,1145,82,77,10886,705,153,1167,1235,6309,641,676
8600000US93222,93222,ZCTA5 93222,1555,293,59,11,22,26,155,0,20,1262,54,19,79,154,774,158,24
8600000US93223,93223,ZCTA5 93223,8624,2651,313,58,482,353,1316,90,39,5973,444,131,669,722,3564,259,184
8600000US93224,93224,ZCTA5 93224,604,93,10,5,7,15,48,4,4,511,30,9,32,54,331,42,13
8600000US93225,93225,ZCTA5 93225,4358,440,49,11,54,52,236,32,6,3918,203,60,368,401,2400,323,163
8600000US93226,93226,ZCTA5 93226,318,33,0,1,0,11,17,0,4,285,16,6,25,56,154,16,12
8600000US93230,93230,ZCTA5 93230,52261,9247,1081,267,1464,1218,4787,249,181,43014,3098,651,4294,4279,25642,2775,2275
8600000US93234,93234,ZCTA5 93234,6980,2554,347,67,411,367,1335,19,8,4426,358,62,412,595,2763,162,74
8600000US93235,93235,ZCTA5 93235,4551,1377,157,39,188,305,668,0,20,3174,298,39,356,308,1998,84,91
8600000US93238,93238,ZCTA5 93238,1774,328,7,0,29,34,199,2,57,1446,62,26,18,41,768,305,226
8600000US93239,93239,ZCTA5 93239,1747,814,151,21,95,57,490,0,0,933,103,0,78,79,572,90,11
8600000US93240,93240,ZCTA5 93240,5384,987,38,7,136,73,484,86,163,4397,114,19,280,355,2163,770,696
8600000US93241,93241,ZCTA5 93241,15227,5129,750,157,822,645,2606,90,59,10098,884,185,1193,1258,5905,381,292
8600000US93242,93242,ZCTA5 93242,2883,501,89,0,110,21,252,16,13,2382,162,48,254,273,1475,87,83
8600000US93243,93243,ZCTA5 93243,1283,114,10,7,8,0,71,12,6,1169,87,12,104,112,686,141,27
8600000US93244,93244,ZCTA5 93244,284,84,11,7,9,8,42,7,0,200,3,5,8,16,120,37,11
8600000US93245,93245,ZCTA5 93245,29121,3855,650,145,507,538,1796,149,70,25266,2526,493,2873,2573,15221,993,587
8600000US93247,93247,ZCTA5 93247,15502,5147,809,122,882,633,2534,96,71,10355,769,162,1144,1195,5856,687,542
8600000US93249,93249,ZCTA5 93249,2450,765,122,12,133,88,394,11,5,1685,178,59,189,175,1056,21,7
8600000US93250,93250,ZCTA5 93250,9509,3270,355,77,564,505,1704,44,21,6239,635,151,691,689,3534,293,246
8600000US93251,93251,ZCTA5 93251,260,37,5,2,6,2,22,0,0,223,21,5,17,13,154,10,3
8600000US93252,93252,ZCTA5 93252,2073,407,42,12,70,54,217,5,7,1666,125,34,154,177,973,146,57
8600000US93254,93254,ZCTA5 93254,768,206,5,7,25,58,100,7,4,562,21,5,45,57,372,41,21
8600000US93255,93255,ZCTA5 93255,708,192,21,0,30,17,124,0,0,516,6,5,40,29,293,98,45
8600000US93256,93256,ZCTA5 93256,4164,1844,282,61,255,273,881,66,26,2320,209,55,282,207,1325,143,99
8600000US93257,93257,ZCTA5 93257,63820,17032,2287,481,2534,2580,8625,303,222,46788,3401,730,4935,4872,27325,3024,2501
8600000US93260,93260,ZCTA5 93260,257,17,0,0,0,3,14,0,0,240,9,2,30,13,139,33,14
8600000US93261,93261,ZCTA5 93261,2923,1173,137,32,238,213,530,19,4,1750,171,32,243,197,995,63,49
8600000US93262,93262,ZCTA5 93262,62,0,0,0,0,0,0,0,0,62,0,0,0,7,55,0,0
8600000US93263,93263,ZCTA5 93263,14432,4142,539,155,624,667,2027,80,50,10290,1045,237,1174,1002,5773,553,506
8600000US93265,93265,ZCTA5 93265,3427,528,24,8,61,58,309,27,41,2899,91,20,204,204,1660,427,293
8600000US93266,93266,ZCTA5 93266,1763,330,15,6,69,71,163,6,0,1433,86,24,226,214,769,81,33
8600000US93267,93267,ZCTA5 93267,5827,1806,235,53,309,288,854,34,33,4021,373,77,334,505,2318,202,212
8600000US93268,93268,ZCTA5 93268,14294,3278,458,121,447,369,1740,67,76,11016,700,158,1034,978,6569,847,730
8600000US93270,93270,ZCTA5 93270,5854,1833,266,51,282,243,923,37,31,4021,296,76,440,435,2405,214,155
8600000US93271,93271,ZCTA5 93271,2303,221,18,0,32,17,122,21,11,2082,85,12,142,166,1189,256,232
8600000US93272,93272,ZCTA5 93272,2890,581,80,24,94,47,297,29,10,2309,245,50,299,270,1291,96,58
8600000US93274,93274,ZCTA5 93274,55264,11621,1304,298,1958,1727,5667,347,320,43643,3650,637,4827,4373,25800,2357,1999
8600000US93276,93276,ZCTA5 93276,227,45,5,1,0,7,29,1,2,182,10,6,26,36,99,2,3
8600000US93277,93277,ZCTA5 93277,44102,5002,622,137,673,550,2648,166,206,39100,2612,464,3538,3621,23400,2811,2654
8600000US93280,93280,ZCTA5 93280,16465,4440,637,124,857,541,2161,77,43,12025,1009,184,1477,1421,6839,663,432
8600000US93282,93282,ZCTA5 93282,59,13,1,0,6,0,5,1,0,46,5,0,3,0,38,0,0
8600000US93283,93283,ZCTA5 93283,1921,468,20,24,39,56,229,34,66,1453,81,12,57,146,737,263,157
8600000US93285,93285,ZCTA5 93285,2396,511,13,7,63,34,268,101,25,1885,49,0,100,79,767,425,465
8600000US93286,93286,ZCTA5 93286,8855,2698,280,82,454,466,1337,65,14,6157,448,96,535,750,3678,414,236
8600000US93287,93287,ZCTA5 93287,70,4,0,0,0,2,2,0,0,66,2,0,1,2,47,6,8
8600000US93291,93291,ZCTA5 93291,35398,9237,1214,298,1657,1342,4421,152,153,26161,2028,667,2865,2587,15601,1378,1035
8600000US93292,93292,ZCTA5 93292,29955,5174,716,188,772,745,2566,65,122,24781,1741,389,2354,2634,15246,1448,969
8600000US932HH,932HH,ZCTA5 932HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US932XX,932XX,ZCTA5 932XX,32,32,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0
8600000US93301,93301,ZCTA5 93301,12023,3256,461,117,484,234,1829,73,58,8767,686,130,718,614,5172,692,755
8600000US93304,93304,ZCTA5 93304,43748,11027,1342,274,1997,1558,5439,251,166,32721,2695,536,3202,2862,19622,2051,1753
8600000US93305,93305,ZCTA5 93305,34851,13245,2147,411,2184,1759,6341,193,210,21606,1674,424,2280,2002,12780,1135,1311
8600000US93306,93306,ZCTA5 93306,52644,9183,1169,269,1473,1400,4492,200,180,43461,3086,709,4013,4885,25350,2958,2460
8600000US93307,93307,ZCTA5 93307,59124,18523,2419,493,3577,2395,8781,510,348,40601,3359,857,4611,4791,23585,2164,1234
8600000US93308,93308,ZCTA5 93308,42167,7053,930,161,1065,571,3961,204,161,35114,2172,567,3010,3464,21351,2623,1927
8600000US93309,93309,ZCTA5 93309,58384,9011,1152,119,1180,940,5296,175,149,49373,3173,876,4323,4662,30677,2953,2709
8600000US93311,93311,ZCTA5 93311,20067,1073,81,15,137,72,675,25,68,18994,1270,247,2023,2240,11927,802,485
8600000US93312,93312,ZCTA5 93312,40616,2193,151,20,264,359,1240,97,62,38423,3016,773,4641,4375,23382,1374,862
8600000US93313,93313,ZCTA5 93313,24407,2409,316,31,321,278,1350,44,69,21998,1815,327,2907,2357,13274,687,631
8600000US933HH,933HH,ZCTA5 933HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US933XX,933XX,ZCTA5 933XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US93401,93401,ZCTA5 93401,26795,4900,152,16,158,127,4283,44,120,21895,1034,323,1162,1784,14525,1473,1594
8600000US93402,93402,ZCTA5 93402,14708,1256,133,18,97,52,809,75,72,13452,607,197,1038,975,7940,1356,1339
8600000US93405,93405,ZCTA5 93405,20962,7026,54,0,53,88,6732,24,75,13936,564,115,753,914,9203,1030,1357
8600000US93420,93420,ZCTA5 93420,24061,1676,94,6,107,195,1038,69,167,22385,1105,208,1857,1879,13174,2094,2068
8600000US93422,93422,ZCTA5 93422,28149,2379,245,34,258,232,1415,73,122,25770,1250,321,2275,2884,15895,1728,1417
8600000US93424,93424,ZCTA5 93424,811,66,0,0,0,0,42,0,24,745,9,8,7,18,389,180,134
8600000US93426,93426,ZCTA5 93426,1463,186,10,5,28,14,94,17,18,1277,53,18,122,128,783,100,73
8600000US93427,93427,ZCTA5 93427,4631,493,31,29,103,23,269,9,29,4138,290,75,368,325,2554,312,214
8600000US93428,93428,ZCTA5 93428,6608,542,43,12,65,37,308,52,25,6066,161,14,275,441,3490,928,757
8600000US93429,93429,ZCTA5 93429,93,24,0,0,9,0,15,0,0,69,0,0,0,0,53,16,0
8600000US93430,93430,ZCTA5 93430,3170,253,11,0,17,10,190,9,16,2917,75,24,181,285,1720,296,336
8600000US93432,93432,ZCTA5 93432,1168,109,7,0,6,25,71,0,0,1059,42,3,116,86,715,59,38
8600000US93433,93433,ZCTA5 93433,13123,1475,125,14,191,79,947,67,52,11648,770,127,1023,1050,7335,782,561
8600000US93434,93434,ZCTA5 93434,5636,1430,158,20,192,226,759,38,37,4206,307,46,605,430,2415,298,105
8600000US93435,93435,ZCTA5 93435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US93436,93436,ZCTA5 93436,48223,6330,722,262,981,763,3279,138,185,41893,2885,558,4421,4098,24490,3178,2263
8600000US93437,93437,ZCTA5 93437,5681,402,89,29,96,25,163,0,0,5279,800,115,783,354,3223,4,0
8600000US93440,93440,ZCTA5 93440,1340,145,10,0,27,29,77,0,2,1195,126,10,144,93,731,66,25
8600000US93441,93441,ZCTA5 93441,1333,94,6,3,6,16,60,3,0,1239,67,21,137,131,791,50,42
8600000US93442,93442,ZCTA5 93442,10788,1393,44,21,94,90,981,84,79,9395,326,116,496,393,5723,1176,1165
8600000US93444,93444,ZCTA5 93444,15192,1004,85,24,174,99,524,61,37,14188,973,233,1361,1306,8313,1250,752
8600000US93445,93445,ZCTA5 93445,7256,1186,136,27,176,138,660,49,0,6070,455,81,639,456,3712,340,387
8600000US93446,93446,ZCTA5 93446,34860,4181,482,128,551,466,2126,236,192,30679,1744,352,3006,2886,18275,2248,2168
8600000US93447,93447,ZCTA5 93447,8,4,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0
8600000US93449,93449,ZCTA5 93449,8571,768,20,11,68,39,530,64,36,7803,320,35,332,492,4643,1004,977
8600000US93450,93450,ZCTA5 93450,732,160,35,3,34,2,79,2,5,572,49,10,61,61,331,39,21
8600000US93451,93451,ZCTA5 93451,2675,302,9,2,57,45,163,16,10,2373,124,22,216,245,1529,152,85
8600000US93452,93452,ZCTA5 93452,477,15,0,0,0,7,8,0,0,462,17,8,39,47,276,18,57
8600000US93453,93453,ZCTA5 93453,2539,145,7,0,9,2,99,7,21,2394,73,42,167,267,1581,174,90
8600000US93454,93454,ZCTA5 93454,29199,4269,460,91,661,569,2225,149,114,24930,1544,461,2096,1937,15141,1898,1853
8600000US93455,93455,ZCTA5 93455,37283,2408,196,57,290,282,1218,86,279,34875,1987,502,3313,3447,19547,3323,2756
8600000US93458,93458,ZCTA5 93458,43287,10392,1428,295,1615,1252,5458,138,206,32895,3075,593,3870,3153,19141,1519,1544
8600000US93460,93460,ZCTA5 93460,5764,447,33,10,63,43,294,0,4,5317,251,49,376,419,3327,499,396
8600000US93461,93461,ZCTA5 93461,1234,250,26,2,41,48,119,4,10,984,77,21,111,90,586,67,32
8600000US93463,93463,ZCTA5 93463,7635,484,6,7,32,64,289,14,72,7151,319,64,661,585,4128,658,736
8600000US93465,93465,ZCTA5 93465,8113,742,35,3,96,149,437,0,22,7371,483,121,628,768,4463,535,373
8600000US934HH,934HH,ZCTA5 934HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US934XX,934XX,ZCTA5 934XX,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
8600000US93501,93501,ZCTA5 93501,5066,1448,272,64,153,117,789,45,8,3618,198,76,315,367,2144,283,235
8600000US93505,93505,ZCTA5 93505,8140,1415,175,43,281,216,589,71,40,6725,347,118,522,770,4192,484,292
8600000US93510,93510,ZCTA5 93510,8036,589,34,0,46,45,408,37,19,7447,319,134,971,843,4508,352,320
8600000US93512,93512,ZCTA5 93512,279,65,20,0,12,4,29,0,0,214,5,0,31,22,90,33,33
8600000US93513,93513,ZCTA5 93513,1712,204,25,4,9,4,119,17,26,1508,45,14,139,147,839,186,138
8600000US93514,93514,ZCTA5 93514,13312,1468,110,27,176,155,826,85,89,11844,614,148,921,1150,6752,1308,951
8600000US93516,93516,ZCTA5 93516,2305,453,72,15,29,46,218,48,25,1852,88,25,93,170,1186,157,133
8600000US93517,93517,ZCTA5 93517,693,38,3,2,0,0,33,0,0,655,8,29,63,10,473,54,18
8600000US93518,93518,ZCTA5 93518,1039,226,6,0,21,44,125,24,6,813,19,5,63,61,544,81,40
8600000US93522,93522,ZCTA5 93522,69,26,0,0,4,0,22,0,0,43,0,0,0,0,24,17,2
8600000US93523,93523,ZCTA5 93523,7107,313,49,21,48,14,170,5,6,6794,1031,187,809,563,4100,81,23
8600000US93526,93526,ZCTA5 93526,742,48,2,0,6,3,26,6,5,694,44,6,50,64,380,93,57
8600000US93527,93527,ZCTA5 93527,2112,320,26,9,18,27,234,0,6,1792,98,10,90,175,1111,181,127
8600000US93528,93528,ZCTA5 93528,130,10,0,0,0,0,10,0,0,120,0,0,10,16,64,25,5
8600000US93529,93529,ZCTA5 93529,566,39,19,0,9,0,11,0,0,527,26,6,26,54,384,31,0
8600000US93530,93530,ZCTA5 93530,71,6,0,0,0,0,6,0,0,65,2,0,2,0,35,17,9
8600000US93531,93531,ZCTA5 93531,1327,105,10,2,2,4,67,13,7,1222,60,19,98,149,730,115,51
8600000US93532,93532,ZCTA5 93532,2616,223,10,0,9,81,121,2,0,2393,172,38,260,253,1523,95,52
8600000US93534,93534,ZCTA5 93534,33461,7115,1045,220,1092,715,3611,186,246,26346,1939,306,2662,2162,15726,1998,1553
8600000US93535,93535,ZCTA5 93535,57399,10101,1212,219,1974,1420,4934,198,144,47298,3639,785,6016,5040,27482,2723,1613
8600000US93536,93536,ZCTA5 93536,43965,4880,490,66,699,730,2523,197,175,39085,2460,530,4170,4562,23786,2122,1455
8600000US93541,93541,ZCTA5 93541,517,11,0,0,0,0,11,0,0,506,67,0,6,28,353,37,15
8600000US93543,93543,ZCTA5 93543,11007,2009,191,22,342,334,1058,42,20,8998,576,101,1184,951,5428,466,292
8600000US93544,93544,ZCTA5 93544,1180,100,3,0,14,6,69,0,8,1080,0,8,67,78,672,158,97
8600000US93545,93545,ZCTA5 93545,1874,406,54,3,38,59,224,20,8,1468,84,7,107,135,827,159,149
8600000US93546,93546,ZCTA5 93546,8079,1048,46,0,85,114,803,0,0,7031,391,26,613,496,5133,285,87
8600000US93549,93549,ZCTA5 93549,298,23,3,2,0,0,13,2,3,275,11,5,22,33,180,13,11
8600000US93550,93550,ZCTA5 93550,66651,15558,2166,474,2826,2216,7481,257,138,51093,4486,810,6638,5788,29811,2101,1459
8600000US93551,93551,ZCTA5 93551,33649,1886,169,14,241,355,981,57,69,31763,2096,534,3831,3791,19260,1490,761
8600000US93552,93552,ZCTA5 93552,25132,1978,203,46,306,207,1078,95,43,23154,2013,495,3346,2937,13191,747,425
8600000US93553,93553,ZCTA5 93553,1542,308,26,0,32,0,210,24,16,1234,52,0,137,111,775,89,70
8600000US93554,93554,ZCTA5 93554,97,18,0,0,0,0,10,0,8,79,0,0,0,0,52,9,18
8600000US93555,93555,ZCTA5 93555,29419,3564,500,125,443,454,1841,79,122,25855,1395,407,2410,2459,15862,2011,1311
8600000US93560,93560,ZCTA5 93560,14746,2147,389,52,183,320,1062,63,78,12599,638,275,1619,1291,7775,636,365
8600000US93561,93561,ZCTA5 93561,21101,2454,227,65,305,266,1222,196,173,18647,1213,283,1663,2201,10490,1875,922
8600000US93562,93562,ZCTA5 93562,1898,400,24,12,70,87,185,16,6,1498,62,44,132,156,904,120,80
8600000US93563,93563,ZCTA5 93563,252,34,5,0,0,7,7,15,0,218,22,0,0,24,140,32,0
8600000US93591,93591,ZCTA5 93591,6737,1410,147,7,256,270,700,19,11,5327,309,145,768,639,3082,228,156
8600000US935HH,935HH,ZCTA5 935HH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US935XX,935XX,ZCTA5 935XX,134,0,0,0,0,0,0,0,0,134,2,0,2,0,70,31,29
8600000US93601,93601,ZCTA5 93601,1780,160,17,0,10,8,122,0,3,1620,37,37,135,217,904,189,101
8600000US93602,93602,ZCTA5 93602,3303,397,14,0,63,67,191,33,29,2906,75,28,186,369,1819,303,126
8600000US93603,93603,ZCTA5 93603,196,52,0,0,0,31,21,0,0,144,0,0,9,31,87,0,17
8600000US93604,93604,ZCTA5 93604,517,24,0,0,0,0,15,9,0,493,25,0,0,8,244,143,73
8600000US93605,93605,ZCTA5 93605,234,12,0,0,0,2,10,0,0,222,15,3,27,21,134,22,0
8600000US93606,93606,ZCTA5 93606,810,242,28,0,18,52,125,13,6,568,14,15,81,84,310,46,18
8600000US93608,93608,ZCTA5 93608,1692,423,50,0,46,55,272,0,0,1269,88,8,174,131,763,56,49
8600000US93609,93609,ZCTA5 93609,5294,1317,144,38,213,230,627,42,23,3977,287,46,386,407,2413,246,192
8600000US93610,93610,ZCTA5 93610,12329,2702,384,94,438,273,1371,76,66,9627,649,153,970,1024,5609,655,567
8600000US93611,93611,ZCTA5 93611,46505,2024,116,48,230,322,1125,116,67,44481,2855,578,4779,5286,27405,1977,1601
8600000US93612,93612,ZCTA5 93612,33355,5571,631,126,719,656,3141,120,178,27784,1974,443,2518,2270,17119,1836,1624
8600000US93614,93614,ZCTA5 93614,9176,605,29,7,72,58,332,36,71,8571,362,94,727,785,4877,1104,622
8600000US93615,93615,ZCTA5 93615,5481,1957,265,73,314,271,934,67,33,3524,212,26,336,384,2243,215,108
8600000US93616,93616,ZCTA5 93616,2139,589,88,7,104,106,248,24,12,1550,123,33,140,163,831,145,115
8600000US93618,93618,ZCTA5 93618,24085,6241,938,163,1146,801,2925,187,81,17844,1420,287,1649,1924,10677,1039,848
8600000US93620,93620,ZCTA5 93620,9176,2430,308,43,394,425,1154,53,53,6746,475,87,706,756,3904,549,269
8600000US93621,93621,ZCTA5 93621,349,128,8,0,23,15,76,0,6,221,13,0,12,19,118,24,35
8600000US93622,93622,ZCTA5 93622,9339,2434,302,69,447,370,1133,64,49,6905,564,71,955,830,4102,252,131
8600000US93623,93623,ZCTA5 93623,29,14,0,0,0,0,14,0,0,15,0,0,0,0,0,15,0
8600000US93624,93624,ZCTA5 93624,1812,387,35,8,42,45,257,0,0,1425,140,20,187,182,863,20,13
8600000US93625,93625,ZCTA5 93625,5368,1086,163,32,185,140,512,28,26,4282,229,53,380,537,2467,290,326
8600000US93626,93626,ZCTA5 93626,1161,111,0,12,21,0,70,8,0,1050,24,26,21,94,701,94,90
8600000US93627,93627,ZCTA5 93627,269,113,29,0,4,18,55,0,7,156,9,0,23,25,99,0,0
8600000US93628,93628,ZCTA5 93628,197,40,0,0,0,0,40,0,0,157,0,0,35,24,98,0,0
8600000US93630,93630,ZCTA5 93630,14038,3517,328,61,521,521,1911,109,66,10521,818,227,1100,1144,6178,642,412
8600000US93631,93631,ZCTA5 93631,13999,1926,202,52,389,189,933,91,70,12073,894,130,1203,1106,7052,925,763
8600000US93634,93634,ZCTA5 93634,32,10,0,0,0,0,10,0,0,22,0,0,0,5,14,0,3
8600000US93635,93635,ZCTA5 93635,28666,3724,476,64,515,463,1919,150,137,24942,2175,537,3056,2576,14234,1501,863
8600000US93637,93637,ZCTA5 93637,28237,5633,828,163,831,624,2982,99,106,22604,1844,455,2395,1964,13480,1294,1172
8600000US93638,93638,ZCTA5 93638,48313,13477,1876,362,2075,1567,7187,282,128,34836,2397,636,3630,4221,20899,1835,1218
8600000US93640,93640,ZCTA5 93640,9075,3629,436,78,450,440,2162,56,7,5446,426,102,424,639,3517,242,96
